"created_at","skill_name","path_name"
'2022-11-05 23:00:35.508',"math","hazardous materials remove workers"
'2022-11-05 23:00:35.508',"mechanical","hazardous materials remove workers"
'2022-11-05 23:00:35.508',"physical stamina","hazardous materials remove workers"
'2022-11-05 23:00:35.508',"physical strength","hazardous materials remove workers"
'2022-11-05 23:00:35.508',"dexterity","insulation workers"
'2022-11-05 23:00:35.508',"math","insulation workers"
'2022-11-05 23:00:35.508',"mechanical","insulation workers"
'2022-11-05 23:00:35.508',"physical stamina","insulation workers"
'2022-11-05 23:00:35.508',"balance","ironworkers"
'2022-11-05 23:00:35.508',"depth perception","ironworkers"
'2022-11-05 23:00:35.508',"hand eye coordination physical stamina","ironworkers"
'2022-11-05 23:00:35.508',"physical strength","ironworkers"
'2022-11-05 23:00:35.508',"unafraid of heights","ironworkers"
'2022-11-05 23:00:35.508',"color vision","masonry workers"
'2022-11-05 23:00:35.508',"dexterity","masonry workers"
'2022-11-05 23:00:35.508',"hand eye coordination","masonry workers"
'2022-11-05 23:00:35.508',"physical stamina","masonry workers"
'2022-11-05 23:00:35.508',"physical strength","masonry workers"
'2022-11-05 23:00:35.508',"unafraid of heights","masonry workers"
'2022-11-05 23:00:35.508',"color vision","painters construction and maintenance"
'2022-11-05 23:00:35.508',"customer service","painters construction and maintenance"
'2022-11-05 23:00:35.508',"detail oriented","painters construction and maintenance"
'2022-11-05 23:00:35.508',"physical stamina","painters construction and maintenance"
'2022-11-05 23:00:35.508',"physical strength","painters construction and maintenance"
'2022-11-05 23:00:35.508',"communication","plumbers pipefitters and steamfitters"
'2022-11-05 23:00:35.508',"dexterity","plumbers pipefitters and steamfitters"
'2022-11-05 23:00:35.508',"mechanical","plumbers pipefitters and steamfitters"
'2022-11-05 23:00:35.508',"physical strength","plumbers pipefitters and steamfitters"
'2022-11-05 23:00:35.508',"troubleshooting skills","plumbers pipefitters and steamfitters"
'2022-11-05 23:00:35.508',"balance","roofers"
'2022-11-05 23:00:35.508',"manual dexterity","roofers"
'2022-11-05 23:00:35.508',"physical stamina","roofers"
'2022-11-05 23:00:35.508',"physical strength","roofers"
'2022-11-05 23:00:35.508',"unafraid of heights","roofers"
'2022-11-05 23:00:35.508',"computer skills","sheet metal workers"
'2022-11-05 23:00:35.508',"dexterity","sheet metal workers"
'2022-11-05 23:00:35.508',"math","sheet metal workers"
'2022-11-05 23:00:35.508',"mechanical","sheet metal workers"
'2022-11-05 23:00:35.508',"physical stamina","sheet metal workers"
'2022-11-05 23:00:35.508',"physical strength","sheet metal workers"
'2022-11-05 23:00:35.508',"communication","solar photovoltaic installers"
'2022-11-05 23:00:35.508',"detail oriented","solar photovoltaic installers"
'2022-11-05 23:00:35.508',"mechanical","solar photovoltaic installers"
'2022-11-05 23:00:35.508',"physical stamina","solar photovoltaic installers"
'2022-11-05 23:00:35.508',"physical strength","solar photovoltaic installers"
'2022-11-05 23:00:35.508',"communication","adult literacy and high school equivalency diploma teachers"
'2022-11-05 23:00:35.508',"cultural sensitivity","adult literacy and high school equivalency diploma teachers"
'2022-11-05 23:00:35.508',"patience","adult literacy and high school equivalency diploma teachers"
'2022-11-05 23:00:35.508',"resourcefulness","adult literacy and high school equivalency diploma teachers"
'2022-11-05 23:00:35.508',"analytical","archivists curators and museum workers"
'2022-11-05 23:00:35.508',"computer","archivists curators and museum workers"
'2022-11-05 23:00:35.508',"customer service","archivists curators and museum workers"
'2022-11-05 23:00:35.508',"organizational","archivists curators and museum workers"
'2022-11-05 23:00:35.508',"technical","archivists curators and museum workers"
'2022-11-05 23:00:35.508',"communication","career and technical education teachers"
'2022-11-05 23:00:35.508',"organizational","career and technical education teachers"
'2022-11-05 23:00:35.508',"patience","career and technical education teachers"
'2022-11-05 23:00:35.508',"resourcefulness","career and technical education teachers"
'2022-11-05 23:00:35.508',"communication","high school teachers"
'2022-11-05 23:00:35.508',"patience","high school teachers"
'2022-11-05 23:00:35.508',"resourcefulness","high school teachers"
'2022-11-05 23:00:35.508',"analytical","instructional coordinators"
'2022-11-05 23:00:35.508',"communication","instructional coordinators"
'2022-11-05 23:00:35.508',"decisionmaking","instructional coordinators"
'2022-11-05 23:00:35.508',"interpersonal","instructional coordinators"
'2022-11-05 23:00:35.508',"leadership","instructional coordinators"
'2022-11-05 23:00:35.508',"communication","kindergarten and elementary school teachers"
'2022-11-05 23:00:35.508',"patience","kindergarten and elementary school teachers"
'2022-11-05 23:00:35.508',"physical","kindergarten and elementary school teachers"
'2022-11-05 23:00:35.508',"resourcefulness","kindergarten and elementary school teachers"
'2022-11-05 23:00:35.508',"initiative","librarians"
'2022-11-05 23:00:35.508',"interpersonal","librarians"
'2022-11-05 23:00:35.508',"problem solving","librarians"
'2022-11-05 23:00:35.508',"reading","librarians"
'2022-11-05 23:00:35.508',"communication","library technicians and assistants"
'2022-11-05 23:00:35.508',"detail oriented","library technicians and assistants"
'2022-11-05 23:00:35.508',"interpersonal","library technicians and assistants"
'2022-11-05 23:00:35.508',"technology","library technicians and assistants"
'2022-11-05 23:00:35.508',"communication","middle school teachers"
'2022-11-05 23:00:35.508',"patience","middle school teachers"
'2022-11-05 23:00:35.508',"physical stamina","middle school teachers"
'2022-11-05 23:00:35.508',"resourcefulness","middle school teachers"
'2022-11-05 23:00:35.508',"critical thinking","postsecondary teachers"
'2022-11-05 23:00:35.508',"interpersonal","postsecondary teachers"
'2022-11-05 23:00:35.508',"resourcefulness","postsecondary teachers"
'2022-11-05 23:00:35.508',"speaking","postsecondary teachers"
'2022-11-05 23:00:35.508',"writing","postsecondary teachers"
'2022-11-05 23:00:35.508',"communication","preschool teachers"
'2022-11-05 23:00:35.508',"creativity","preschool teachers"
'2022-11-05 23:00:35.508',"interpersonal","preschool teachers"
'2022-11-05 23:00:35.508',"organizational","preschool teachers"
'2022-11-05 23:00:35.508',"patience","preschool teachers"
'2022-11-05 23:00:35.508',"physical stamina","preschool teachers"
'2022-11-05 23:00:35.508',"critical thinking","special education teachers"
'2022-11-05 23:00:35.508',"interpersonal","special education teachers"
'2022-11-05 23:00:35.508',"patience","special education teachers"
'2022-11-05 23:00:35.508',"resourcefulness","special education teachers"
'2022-11-05 23:00:35.508',"communication","teacher assistants"
'2022-11-05 23:00:35.508',"interpersonal","teacher assistants"
'2022-11-05 23:00:35.508',"patience","teacher assistants"
'2022-11-05 23:00:35.508',"resourcefulness","teacher assistants"
'2022-11-05 23:00:35.508',"creativity","actors"
'2022-11-05 23:00:35.508',"memorization","actors"
'2022-11-05 23:00:35.508',"persistence","actors"
'2022-11-05 23:00:35.508',"physical stamina","actors"
'2022-11-05 23:00:35.508',"reading","actors"
'2022-11-05 23:00:35.508',"speaking","actors"
'2022-11-05 23:00:35.508',"athleticism","athletes and sports competitors"
'2022-11-05 23:00:35.508',"concentration","athletes and sports competitors"
'2022-11-05 23:00:35.508',"decisionmaking","athletes and sports competitors"
'2022-11-05 23:00:35.508',"dedication","athletes and sports competitors"
'2022-11-05 23:00:35.508',"hand eye coordination","athletes and sports competitors"
'2022-11-05 23:00:35.508',"stamina","athletes and sports competitors"
'2022-11-05 23:00:35.508',"teamwork","athletes and sports competitors"
'2022-11-05 23:00:35.508',"critical thinking","automotive body and glass repairers"
'2022-11-05 23:00:35.508',"customer service","automotive body and glass repairers"
'2022-11-05 23:00:35.508',"detail oriented","automotive body and glass repairers"
'2022-11-05 23:00:35.508',"dexterity","automotive body and glass repairers"
'2022-11-05 23:00:35.508',"mechanical","automotive body and glass repairers"
'2022-11-05 23:00:35.508',"physical strength","automotive body and glass repairers"
'2022-11-05 23:00:35.508',"time management","automotive body and glass repairers"
'2022-11-05 23:00:35.508',"communication","coaches and scouts"
'2022-11-05 23:00:35.508',"decisionmaking","coaches and scouts"
'2022-11-05 23:00:35.508',"dedication","coaches and scouts"
'2022-11-05 23:00:35.508',"interpersonal","coaches and scouts"
'2022-11-05 23:00:35.508',"leadership","coaches and scouts"
'2022-11-05 23:00:35.508',"athleticism","dancers and choreographers"
'2022-11-05 23:00:35.508',"creativity","dancers and choreographers"
'2022-11-05 23:00:35.508',"leadership","dancers and choreographers"
'2022-11-05 23:00:35.508',"persistence","dancers and choreographers"
'2022-11-05 23:00:35.508',"physical stamina","dancers and choreographers"
'2022-11-05 23:00:35.508',"teamwork","dancers and choreographers"
'2022-11-05 23:00:35.508',"communication","nurse anesthetists nurse midwives nurse practitioners"
'2022-11-05 23:00:35.508',"critical thinking","nurse anesthetists nurse midwives nurse practitioners"
'2022-11-05 23:00:35.508',"compassion","nurse anesthetists nurse midwives nurse practitioners"
'2022-11-05 23:00:35.508',"detail oriented","nurse anesthetists nurse midwives nurse practitioners"
'2022-11-05 23:00:35.508',"interpersonal","nurse anesthetists nurse midwives nurse practitioners"
'2022-11-05 23:00:35.508',"leadership","nurse anesthetists nurse midwives nurse practitioners"
'2022-11-05 23:00:35.508',"resourcefulness","nurse anesthetists nurse midwives nurse practitioners"
'2022-11-05 23:00:35.508',"discipline","music directors and composers"
'2022-11-05 23:00:35.508',"interpersonal","music directors and composers"
'2022-11-05 23:00:35.508',"leadership","music directors and composers"
'2022-11-05 23:00:35.508',"musical talent","music directors and composers"
'2022-11-05 23:00:35.508',"perseverance","music directors and composers"
'2022-11-05 23:00:35.508',"promotional","music directors and composers"
'2022-11-05 23:00:35.508',"dedication","musicians and singers"
'2022-11-05 23:00:35.508',"discipline","musicians and singers"
'2022-11-05 23:00:35.508',"interpersonal","musicians and singers"
'2022-11-05 23:00:35.508',"musical talent","musicians and singers"
'2022-11-05 23:00:35.508',"physical stamina","musicians and singers"
'2022-11-05 23:00:35.508',"promotional","musicians and singers"
'2022-11-05 23:00:35.508',"communication","producers and directors"
'2022-11-05 23:00:35.508',"managerial","pharmacists"
'2022-11-05 23:00:35.508',"creativity","producers and directors"
'2022-11-05 23:00:35.508',"leadership","producers and directors"
'2022-11-05 23:00:35.508',"time management","producers and directors"
'2022-11-05 23:00:35.508',"communication","umpires referees and other sports officials"
'2022-11-05 23:00:35.508',"decisionmaking","umpires referees and other sports officials"
'2022-11-05 23:00:35.508',"good vision","umpires referees and other sports officials"
'2022-11-05 23:00:35.508',"physical stamina","umpires referees and other sports officials"
'2022-11-05 23:00:35.508',"teamwork","umpires referees and other sports officials"
'2022-11-05 23:00:35.508',"listening","agricultural workers"
'2022-11-05 23:00:35.508',"physical stamina","agricultural workers"
'2022-11-05 23:00:35.508',"physical strength","agricultural workers"
'2022-11-05 23:00:35.508',"mechanical","agricultural workers"
'2022-11-05 23:00:35.508',"critical thinking","fishing and hunting workers"
'2022-11-05 23:00:35.508',"detail oriented","fishing and hunting workers"
'2022-11-05 23:00:35.508',"listening","fishing and hunting workers"
'2022-11-05 23:00:35.508',"machine operation","fishing and hunting workers"
'2022-11-05 23:00:35.508',"physical stamina","fishing and hunting workers"
'2022-11-05 23:00:35.508',"physical strength","fishing and hunting workers"
'2022-11-05 23:00:35.508',"communication","forest and conservation workers"
'2022-11-05 23:00:35.508',"decisionmaking","forest and conservation workers"
'2022-11-05 23:00:35.508',"detail oriented","forest and conservation workers"
'2022-11-05 23:00:35.508',"listening","forest and conservation workers"
'2022-11-05 23:00:35.508',"physical stamina","forest and conservation workers"
'2022-11-05 23:00:35.508',"communication","logging workers"
'2022-11-05 23:00:35.508',"decisionmaking","logging workers"
'2022-11-05 23:00:35.508',"detail oriented","logging workers"
'2022-11-05 23:00:35.508',"physical stamina","logging workers"
'2022-11-05 23:00:35.508',"physical strength","logging workers"
'2022-11-05 23:00:35.508',"customer service","bartenders"
'2022-11-05 23:00:35.508',"decisionmaking","bartenders"
'2022-11-05 23:00:35.508',"physical stamina","bartenders"
'2022-11-05 23:00:35.508',"physical strength","bartenders"
'2022-11-05 23:00:35.508',"analytical","anthropologists archeologists"
'2022-11-05 23:00:35.508',"critical thinking","anthropologists archeologists"
'2022-11-05 23:00:35.508',"communication","anthropologists archeologists"
'2022-11-05 23:00:35.508',"physical stamina","anthropologists archeologists"
'2022-11-05 23:00:35.508',"business","chefs and head cooks"
'2022-11-05 23:00:35.508',"communication","chefs and head cooks"
'2022-11-05 23:00:35.508',"creativity","chefs and head cooks"
'2022-11-05 23:00:35.508',"dexterity","chefs and head cooks"
'2022-11-05 23:00:35.508',"leadership","chefs and head cooks"
'2022-11-05 23:00:35.508',"physical stamina","chefs and head cooks"
'2022-11-05 23:00:35.508',"sense of taste and smell","chefs and head cooks"
'2022-11-05 23:00:35.508',"time management","chefs and head cooks"
'2022-11-05 23:00:35.508',"comprehension","cooks"
'2022-11-05 23:00:35.508',"dexterity","cooks"
'2022-11-05 23:00:35.508',"physical stamina","cooks"
'2022-11-05 23:00:35.508',"sense of taste and smell","cooks"
'2022-11-05 23:00:35.508',"communication","food and beverage serving and related workers"
'2022-11-05 23:00:35.508',"customer service","food and beverage serving and related workers"
'2022-11-05 23:00:35.508',"physical stamina","food and beverage serving and related workers"
'2022-11-05 23:00:35.508',"physical strength","food and beverage serving and related workers"
'2022-11-05 23:00:35.508',"dexterity","food preparation workers"
'2022-11-05 23:00:35.508',"listening","food preparation workers"
'2022-11-05 23:00:35.508',"physical stamina","food preparation workers"
'2022-11-05 23:00:35.508',"physical strength","food preparation workers"
'2022-11-05 23:00:35.508',"communication","waiters and waitresses"
'2022-11-05 23:00:35.508',"customer service","waiters and waitresses"
'2022-11-05 23:00:35.508',"detail oriented","waiters and waitresses"
'2022-11-05 23:00:35.508',"physical stamina","waiters and waitresses"
'2022-11-05 23:00:35.508',"physical strength","waiters and waitresses"
'2022-11-05 23:00:35.508',"compassion","athletic trainers"
'2022-11-05 23:00:35.508',"decisionmaking","athletic trainers"
'2022-11-05 23:00:35.508',"detail oriented","athletic trainers"
'2022-11-05 23:00:35.508',"interpersonal","athletic trainers"
'2022-11-05 23:00:35.508',"communication","audiologists"
'2022-11-05 23:00:35.508',"compassion","audiologists"
'2022-11-05 23:00:35.508',"critical thinking","audiologists"
'2022-11-05 23:00:35.508',"patience","audiologists"
'2022-11-05 23:00:35.508',"problem solving","audiologists"
'2022-11-05 23:00:35.508',"decisionmaking","chiropractors"
'2022-11-05 23:00:35.508',"detail oriented","chiropractors"
'2022-11-05 23:00:35.508',"dexterity","chiropractors"
'2022-11-05 23:00:35.508',"empathy","chiropractors"
'2022-11-05 23:00:35.508',"interpersonal","chiropractors"
'2022-11-05 23:00:35.508',"organizational","chiropractors"
'2022-11-05 23:00:35.508',"detail oriented","dental assistants"
'2022-11-05 23:00:35.508',"dexterity","dental assistants"
'2022-11-05 23:00:35.508',"interpersonal","dental assistants"
'2022-11-05 23:00:35.508',"listening","dental assistants"
'2022-11-05 23:00:35.508',"organizational","dental assistants"
'2022-11-05 23:00:35.508',"critical thinking","dental hygienists"
'2022-11-05 23:00:35.508',"communication","dental hygienists"
'2022-11-05 23:00:35.508',"detail oriented","dental hygienists"
'2022-11-05 23:00:35.508',"dexterity","dental hygienists"
'2022-11-05 23:00:35.508',"interpersonal","dental hygienists"
'2022-11-05 23:00:35.508',"problem solving","dental hygienists"
'2022-11-05 23:00:35.508',"communication","dentists"
'2022-11-05 23:00:35.508',"detail oriented","dentists"
'2022-11-05 23:00:35.508',"dexterity","dentists"
'2022-11-05 23:00:35.508',"leadership","dentists"
'2022-11-05 23:00:35.508',"organizational","dentists"
'2022-11-05 23:00:35.508',"patience","dentists"
'2022-11-05 23:00:35.508',"physical stamina","dentists"
'2022-11-05 23:00:35.508',"problem solving","dentists"
'2022-11-05 23:00:35.508',"detail oriented","diagnostic medical sonographers and cardiovascular technologists and technicians including vascular technologists"
'2022-11-05 23:00:35.508',"hand eye coordination","diagnostic medical sonographers and cardiovascular technologists and technicians including vascular technologists"
'2022-11-05 23:00:35.508',"interpersonal","diagnostic medical sonographers and cardiovascular technologists and technicians including vascular technologists"
'2022-11-05 23:00:35.508',"physical stamina","diagnostic medical sonographers and cardiovascular technologists and technicians including vascular technologists"
'2022-11-05 23:00:35.508',"technical","diagnostic medical sonographers and cardiovascular technologists and technicians including vascular technologists"
'2022-11-05 23:00:35.508',"analytical","dietitians and nutritionists"
'2022-11-05 23:00:35.508',"compassion","dietitians and nutritionists"
'2022-11-05 23:00:35.508',"listening","dietitians and nutritionists"
'2022-11-05 23:00:35.508',"organizational","dietitians and nutritionists"
'2022-11-05 23:00:35.508',"problem solving","dietitians and nutritionists"
'2022-11-05 23:00:35.508',"speaking","dietitians and nutritionists"
'2022-11-05 23:00:35.508',"compassion","emts and paramedics"
'2022-11-05 23:00:35.508',"interpersonal","emts and paramedics"
'2022-11-05 23:00:35.508',"listening","emts and paramedics"
'2022-11-05 23:00:35.508',"physical strength","emts and paramedics"
'2022-11-05 23:00:35.508',"problem solving","emts and paramedics"
'2022-11-05 23:00:35.508',"speaking skills","emts and paramedics"
'2022-11-05 23:00:35.508',"compassion","exercise physiologists"
'2022-11-05 23:00:35.508',"decisionmaking","exercise physiologists"
'2022-11-05 23:00:35.508',"detail oriented","exercise physiologists"
'2022-11-05 23:00:35.508',"interpersonal","exercise physiologists"
'2022-11-05 23:00:35.508',"communication","genetic counselors"
'2022-11-05 23:00:35.508',"compassion","genetic counselors"
'2022-11-05 23:00:35.508',"critical thinking","genetic counselors"
'2022-11-05 23:00:35.508',"decisionmaking","genetic counselors"
'2022-11-05 23:00:35.508',"detail oriented","home health aides and personal care aides"
'2022-11-05 23:00:35.508',"integrity","home health aides and personal care aides"
'2022-11-05 23:00:35.508',"interpersonal","home health aides and personal care aides"
'2022-11-05 23:00:35.508',"physical stamina","home health aides and personal care aides"
'2022-11-05 23:00:35.508',"compassion","licensed practical licenses vocational nurses"
'2022-11-05 23:00:35.508',"detail oriented","licensed practical licenses vocational nurses"
'2022-11-05 23:00:35.508',"interpersonal","licensed practical licenses vocational nurses"
'2022-11-05 23:00:35.508',"patience","licensed practical licenses vocational nurses"
'2022-11-05 23:00:35.508',"physical stamina","licensed practical licenses vocational nurses"
'2022-11-05 23:00:35.508',"speaking","licensed practical licenses vocational nurses"
'2022-11-05 23:00:35.508',"communication","massage therapists"
'2022-11-05 23:00:35.508',"decisionmaking","massage therapists"
'2022-11-05 23:00:35.508',"empathy","massage therapists"
'2022-11-05 23:00:35.508',"integrity","massage therapists"
'2022-11-05 23:00:35.508',"physical stamina","massage therapists"
'2022-11-05 23:00:35.508',"physical strength and dexterity","massage therapists"
'2022-11-05 23:00:35.508',"time management","massage therapists"
'2022-11-05 23:00:35.508',"ability to use technology","medical and clinical laboratory technologists and technicians"
'2022-11-05 23:00:35.508',"detail oriented","medical and clinical laboratory technologists and technicians"
'2022-11-05 23:00:35.508',"dexterity","medical and clinical laboratory technologists and technicians"
'2022-11-05 23:00:35.508',"physical stamina","medical and clinical laboratory technologists and technicians"
'2022-11-05 23:00:35.508',"analytical","medical assistants"
'2022-11-05 23:00:35.508',"detail oriented","medical assistants"
'2022-11-05 23:00:35.508',"interpersonal","medical assistants"
'2022-11-05 23:00:35.508',"technical","medical assistants"
'2022-11-05 23:00:35.508',"analytical","medical records and health information technicians"
'2022-11-05 23:00:35.508',"detail oriented","medical records and health information technicians"
'2022-11-05 23:00:35.508',"integrity","medical records and health information technicians"
'2022-11-05 23:00:35.508',"interpersonal","medical records and health information technicians"
'2022-11-05 23:00:35.508',"technical","medical records and health information technicians"
'2022-11-05 23:00:35.508',"computer","medical transcriptionists"
'2022-11-05 23:00:35.508',"critical thinking","medical transcriptionists"
'2022-11-05 23:00:35.508',"listening","medical transcriptionists"
'2022-11-05 23:00:35.508',"time management","medical transcriptionists"
'2022-11-05 23:00:35.508',"writing","medical transcriptionists"
'2022-11-05 23:00:35.508',"ability to use technology","nuclear medicine technologists"
'2022-11-05 23:00:35.508',"analytical","nuclear medicine technologists"
'2022-11-05 23:00:35.508',"compassion","nuclear medicine technologists"
'2022-11-05 23:00:35.508',"detail oriented","nuclear medicine technologists"
'2022-11-05 23:00:35.508',"interpersonal","nuclear medicine technologists"
'2022-11-05 23:00:35.508',"physical stamina","nuclear medicine technologists"
'2022-11-05 23:00:35.508',"communication","nursing assistants and orderlies"
'2022-11-05 23:00:35.508',"compassion","nursing assistants and orderlies"
'2022-11-05 23:00:35.508',"patience","nursing assistants and orderlies"
'2022-11-05 23:00:35.508',"physical stamina","nursing assistants and orderlies"
'2022-11-05 23:00:35.508',"ability to use technology","occupational health and safety specialists and technicians"
'2022-11-05 23:00:35.508',"communication","occupational health and safety specialists and technicians"
'2022-11-05 23:00:35.508',"detail oriented","occupational health and safety specialists and technicians"
'2022-11-05 23:00:35.508',"physical stamina","occupational health and safety specialists and technicians"
'2022-11-05 23:00:35.508',"problem solving","occupational health and safety specialists and technicians"
'2022-11-05 23:00:35.508',"adaptability","occupational therapists"
'2022-11-05 23:00:35.508',"communication","occupational therapists"
'2022-11-05 23:00:35.508',"compassion","occupational therapists"
'2022-11-05 23:00:35.508',"interpersonal","occupational therapists"
'2022-11-05 23:00:35.508',"patience","occupational therapists"
'2022-11-05 23:00:35.508',"adaptability","occupational therapy assistants and aides"
'2022-11-05 23:00:35.508',"compassion","occupational therapy assistants and aides"
'2022-11-05 23:00:35.508',"detail oriented","occupational therapy assistants and aides"
'2022-11-05 23:00:35.508',"interpersonal","occupational therapy assistants and aides"
'2022-11-05 23:00:35.508',"physical strength","occupational therapy assistants and aides"
'2022-11-05 23:00:35.508',"business","opticians"
'2022-11-05 23:00:35.508',"communication","opticians"
'2022-11-05 23:00:35.508',"customer service","opticians"
'2022-11-05 23:00:35.508',"decisionmaking","opticians"
'2022-11-05 23:00:35.508',"dexterity","opticians"
'2022-11-05 23:00:35.508',"decisionmaking","optometrists"
'2022-11-05 23:00:35.508',"detail oriented","optometrists"
'2022-11-05 23:00:35.508',"interpersonal","optometrists"
'2022-11-05 23:00:35.508',"speaking","optometrists"
'2022-11-05 23:00:35.508',"communication","orthotists and prosthetists"
'2022-11-05 23:00:35.508',"detail oriented","orthotists and prosthetists"
'2022-11-05 23:00:35.508',"patience","orthotists and prosthetists"
'2022-11-05 23:00:35.508',"physical dexterity","orthotists and prosthetists"
'2022-11-05 23:00:35.508',"physical stamina","orthotists and prosthetists"
'2022-11-05 23:00:35.508',"problem solving","orthotists and prosthetists"
'2022-11-05 23:00:35.508',"analytical","pharmacists"
'2022-11-05 23:00:35.508',"communication","pharmacists"
'2022-11-05 23:00:35.508',"computer","pharmacists"
'2022-11-05 23:00:35.508',"detail oriented","pharmacists"
'2022-11-05 23:00:35.508',"customer service","pharmacy technicians"
'2022-11-05 23:00:35.508',"detail oriented","pharmacy technicians"
'2022-11-05 23:00:35.508',"listening","pharmacy technicians"
'2022-11-05 23:00:35.508',"math","pharmacy technicians"
'2022-11-05 23:00:35.508',"organizational","pharmacy technicians"
'2022-11-05 23:00:35.508',"compassion","phlebotomists"
'2022-11-05 23:00:35.508',"detail oriented","phlebotomists"
'2022-11-05 23:00:35.508',"dexterity","phlebotomists"
'2022-11-05 23:00:35.508',"hand eye coordination","phlebotomists"
'2022-11-05 23:00:35.508',"physical stamina","phlebotomists"
'2022-11-05 23:00:35.508',"compassion","physical therapist assistants and aides"
'2022-11-05 23:00:35.508',"detail oriented","physical therapist assistants and aides"
'2022-11-05 23:00:35.508',"dexterity","physical therapist assistants and aides"
'2022-11-05 23:00:35.508',"interpersonal","physical therapist assistants and aides"
'2022-11-05 23:00:35.508',"physical stamina","physical therapist assistants and aides"
'2022-11-05 23:00:35.508',"detail oriented","surgical technologists"
'2022-11-05 23:00:35.508',"dexterity","surgical technologists"
'2022-11-05 23:00:35.508',"integrity","surgical technologists"
'2022-11-05 23:00:35.508',"physical stamina","surgical technologists"
'2022-11-05 23:00:35.508',"stress management","surgical technologists"
'2022-11-05 23:00:35.508',"compassion","physical therapists"
'2022-11-05 23:00:35.508',"detail oriented","physical therapists"
'2022-11-05 23:00:35.508',"dexterity","physical therapists"
'2022-11-05 23:00:35.508',"interpersonal","physical therapists"
'2022-11-05 23:00:35.508',"physical stamina","physical therapists"
'2022-11-05 23:00:35.508',"resourcefulness","physical therapists"
'2022-11-05 23:00:35.508',"time management","physical therapists"
'2022-11-05 23:00:35.508',"communication","physician assistants"
'2022-11-05 23:00:35.508',"compassion","physician assistants"
'2022-11-05 23:00:35.508',"detail oriented","physician assistants"
'2022-11-05 23:00:35.508',"emotional stability","physician assistants"
'2022-11-05 23:00:35.508',"problem solving","physician assistants"
'2022-11-05 23:00:35.508',"communication","physicians and surgeons"
'2022-11-05 23:00:35.508',"compassion","physicians and surgeons"
'2022-11-05 23:00:35.508',"detail oriented","physicians and surgeons"
'2022-11-05 23:00:35.508',"dexterity","physicians and surgeons"
'2022-11-05 23:00:35.508',"leadership","physicians and surgeons"
'2022-11-05 23:00:35.508',"organizational","physicians and surgeons"
'2022-11-05 23:00:35.508',"patience","physicians and surgeons"
'2022-11-05 23:00:35.508',"physical stamina","physicians and surgeons"
'2022-11-05 23:00:35.508',"problem solving","physicians and surgeons"
'2022-11-05 23:00:35.508',"compassion","podiatrists"
'2022-11-05 23:00:35.508',"critical thinking","podiatrists"
'2022-11-05 23:00:35.508',"detail oriented","podiatrists"
'2022-11-05 23:00:35.508',"interpersonal","podiatrists"
'2022-11-05 23:00:35.508',"analytical","compensation managers benefits managers"
'2022-11-05 23:00:35.508',"business","compensation managers benefits managers"
'2022-11-05 23:00:35.508',"communication","compensation managers benefits managers"
'2022-11-05 23:00:35.508',"decisionmaking","compensation managers benefits managers"
'2022-11-05 23:00:35.508',"leadership","compensation managers benefits managers"
'2022-11-05 23:00:35.508',"compassion","psychiatric technicians and aides"
'2022-11-05 23:00:35.508',"interpersonal","psychiatric technicians and aides"
'2022-11-05 23:00:35.508',"observational","psychiatric technicians and aides"
'2022-11-05 23:00:35.508',"patience","psychiatric technicians and aides"
'2022-11-05 23:00:35.508',"physical stamina","psychiatric technicians and aides"
'2022-11-05 23:00:35.508',"detail oriented","radiation therapists"
'2022-11-05 23:00:35.508',"interpersonal","radiation therapists"
'2022-11-05 23:00:35.508',"physical stamina","radiation therapists"
'2022-11-05 23:00:35.508',"technical","radiation therapists"
'2022-11-05 23:00:35.508',"detail oriented","radiologic and mri technologists"
'2022-11-05 23:00:35.508',"interpersonal","radiologic and mri technologists"
'2022-11-05 23:00:35.508',"math","radiologic and mri technologists"
'2022-11-05 23:00:35.508',"physical stamina","radiologic and mri technologists"
'2022-11-05 23:00:35.508',"technical","radiologic and mri technologists"
'2022-11-05 23:00:35.508',"compassion","recreational therapists"
'2022-11-05 23:00:35.508',"leadership","recreational therapists"
'2022-11-05 23:00:35.508',"listening","recreational therapists"
'2022-11-05 23:00:35.508',"patience","recreational therapists"
'2022-11-05 23:00:35.508',"resourcefulness","recreational therapists"
'2022-11-05 23:00:35.508',"speaking","recreational therapists"
'2022-11-05 23:00:35.508',"critical thinking","registered nurses"
'2022-11-05 23:00:35.508',"communication","registered nurses"
'2022-11-05 23:00:35.508',"compassion","registered nurses"
'2022-11-05 23:00:35.508',"detail oriented","registered nurses"
'2022-11-05 23:00:35.508',"emotional stability","registered nurses"
'2022-11-05 23:00:35.508',"organizational","registered nurses"
'2022-11-05 23:00:35.508',"physical stamina","registered nurses"
'2022-11-05 23:00:35.508',"compassion","respiratory therapists"
'2022-11-05 23:00:35.508',"detail oriented","respiratory therapists"
'2022-11-05 23:00:35.508',"interpersonal","respiratory therapists"
'2022-11-05 23:00:35.508',"patience","respiratory therapists"
'2022-11-05 23:00:35.508',"problem solving","respiratory therapists"
'2022-11-05 23:00:35.508',"science and math","respiratory therapists"
'2022-11-05 23:00:35.508',"analytical","speech language pathologists"
'2022-11-05 23:00:35.508',"communication","speech language pathologists"
'2022-11-05 23:00:35.508',"compassion","speech language pathologists"
'2022-11-05 23:00:35.508',"critical thinking","speech language pathologists"
